sample_id,gt,docker_pred,docker_conf,single_pred,ok_raw,ok_norm,docker_eq_single,dt_ms
id_1242_value_209_385,209385,00209385,0.8083,00209385,False,True,True,108.94
id_126_value_769_703,769703,00769703,0.7711,00769703,False,True,True,96.64
id_130_value_185_287,185287,00185286,0.7875,00185286,False,False,True,99.03
id_132_value_44_407,44407,00044407,0.7881,00044407,False,True,True,117.78
id_135_value_127_529,127529,00127529,0.7726,00127529,False,True,True,114.61
id_139_value_58_809,58809,00058800,0.7276,00058800,False,False,True,122.95
id_140_value_309_519,309519,00309519,0.7809,00309519,False,True,True,125.14
id_142_value_641_39,641390,00641390,0.7561,00641390,False,True,True,119.31
id_144_value_931_045,931045,00981046,0.7026,00981046,False,False,True,120.16
id_145_value_78_757,78757,00078758,0.7779,00078758,False,False,True,127.64
id_147_value_7_864,7864,00007864,0.7949,00007864,False,True,True,78.92
id_14_value_14_954,14954,00014954,0.7841,00014954,False,True,True,138.06
id_157_value_96_483,96483,00096483,0.795,00096483,False,True,True,167.12
id_160_value_191_005,191005,00191005,0.7537,00191005,False,True,True,127.67
id_164_value_287_188,287188,00287189,0.7809,00287189,False,False,True,109.15
id_166_value_778_329,778329,00778329,0.7896,00778329,False,True,True,96.83
id_16_value_106_749,106749,00106749,0.789,00106749,False,True,True,107.48
id_172_value_854_361,854361,00854341,0.7869,00854341,False,False,True,101.61
id_173_value_453_351,453351,00453351,0.7814,00453351,False,True,True,92.62
id_175_value_374_241,374241,00374241,0.811,00374241,False,True,True,131.35
id_176_value_125_152,125152,00125152,0.8043,00125152,False,True,True,112.9
id_177_value_1050_259,1050259,01050259,0.7911,01050259,False,True,True,117.08
id_181_value_255_435,255435,00255435,0.8065,00255435,False,True,True,87.98
id_182_value_542_723,542723,00542723,0.8134,00542723,False,True,True,163.43
id_18_value_137_994,137994,00137994,0.7876,00137994,False,True,True,134.07
id_190_value_233_256,233256,00233256,0.7877,00233256,False,True,True,105.17
id_193_value_92_431,92431,00092431,0.8027,00092431,False,True,True,108.04
id_198_value_161_557,161557,00161557,0.7946,00161557,False,True,True,89.83
id_19_value_198_521,198521,00198521,0.7771,00198521,False,True,True,89.78
id_207_value_147_169,147169,0014716,0.7189,0014716,False,False,True,116.25
id_210_value_111_633,111633,00111633,0.7526,00111633,False,True,True,113.61
id_212_value_333_865,333865,00333865,0.812,00333865,False,True,True,106.3
id_214_value_138_49,138490,00138490,0.7864,00138490,False,True,True,119.14
id_217_value_865_65,865650,00865650,0.7747,00865650,False,True,True,164.39
id_219_value_4_516,4516,00004516,0.7656,00004516,False,True,True,104.62
id_220_value_366_68,366680,00366680,0.7651,00366680,False,True,True,91.62
id_222_value_157_557,157557,00157557,0.7374,00157557,False,True,True,87.13
id_225_value_957_703,957703,00957703,0.6861,00957703,False,True,True,103.74
id_22_value_241_801,241801,00241801,0.7851,00241801,False,True,True,121.75
id_231_value_0_7,0700,00000700,0.7703,00000700,False,True,True,98.11
id_240_value_487_135,487135,00487135,0.7865,00487135,False,True,True,95.66
id_242_value_0_715,0715,00000715,0.8002,00000715,False,True,True,86.01
id_245_value_318_326,318326,00318326,0.7448,00318326,False,True,True,100.6
id_249_value_706_0,706,00706,0.5868,00706,False,True,True,117.6
id_251_value_36_0,36,00036,0.7461,00036,False,True,True,103.24
id_263_value_87_006,87006,00087006,0.8025,00087006,False,True,True,106.51
id_267_value_428_119,428119,00428113,0.7818,00428113,False,False,True,112.52
id_268_value_192_841,192841,00192841,0.7803,00192841,False,True,True,100.63
id_271_value_176_263,176263,00176263,0.792,00176263,False,True,True,118.82
id_272_value_342_37,342370,00342320,0.7983,00342320,False,False,True,256.56
id_274_value_250_581,250581,00250581,0.8033,00250581,False,True,True,113.35
id_280_value_99_692,99692,00099692,0.7871,00099692,False,True,True,108.48
id_283_value_23_365,23365,00023365,0.7965,00023365,False,True,True,102.07
id_288_value_49_28,49280,00049280,0.7854,00049280,False,True,True,85.91
id_289_value_186_106,186106,00186106,0.6471,00186106,False,True,True,144.66
id_290_value_156_423,156423,00156423,0.7847,00156423,False,True,True,104.18
id_292_value_321_827,321827,100321827,0.7277,100321827,False,False,True,152.77
id_299_value_16_551,16551,00016551,0.7501,00016551,False,True,True,118.03
id_301_value_1125_654,1125654,01125654,0.7475,01125654,False,True,True,110.47
id_302_value_490_858,490858,00490858,0.8199,00490858,False,True,True,246.24
id_307_value_169_002,169002,00169002,0.738,00169002,False,True,True,97.76
id_30_value_259_681,259681,00259681,0.8082,00259681,False,True,True,166.99
id_311_value_363_805,363805,0056580,0.6376,0056580,False,False,True,145.63
id_315_value_195_419,195419,00195419,0.789,00195419,False,True,True,148.16
id_317_value_222_455,222455,00222455,0.8131,00222455,False,True,True,143.77
id_330_value_18_622,18622,00018622,0.7689,00018622,False,True,True,175.12
id_331_value_401_774,401774,00401774,0.7304,00401774,False,True,True,92.01
id_338_value_781_517,781517,00781517,0.7664,00781517,False,True,True,93.02
id_340_value_362_368,362368,89329300,0.6736,89329300,False,False,True,100.02
id_342_value_160_019,160019,00160019,0.7771,00160019,False,True,True,85.9
id_352_value_214_331,214331,00214331,0.7729,00214331,False,True,True,90.12
id_356_value_2_687,2687,00002687,0.764,00002687,False,True,True,94.81
id_362_value_2_674,2674,00002674,0.7995,00002674,False,True,True,130.72
id_369_value_14_509,14509,00014509,0.7553,00014509,False,True,True,83.84
id_372_value_71_374,71374,00071374,0.783,00071374,False,True,True,103.51
id_37_value_140_301,140301,00140307,0.6661,00140307,False,False,True,84.59
id_385_value_156_613,156613,00156613,0.7692,00156613,False,True,True,104.63
id_389_value_0_088,0088,00000088,0.7764,00000088,False,True,True,98.94
id_390_value_204_165,204165,00204165,0.8005,00204165,False,True,True,109.28
id_393_value_376_319,376319,00376319,0.7608,00376319,False,True,True,91.23
id_396_value_228_944,228944,00228944,0.8031,00228944,False,True,True,93.4
id_399_value_314_514,314514,00314514,0.8092,00314514,False,True,True,91.5
id_400_value_234_306,234306,00234306,0.7832,00234306,False,True,True,86.0
id_407_value_21_86,21860,00021860,0.7353,00021860,False,True,True,137.21
id_409_value_788_207,788207,00788207,0.7602,00788207,False,True,True,96.26
id_410_value_214_463,214463,000214463,0.7514,000214463,False,True,True,86.56
id_415_value_262_0,262,00262,0.7929,00262,False,True,True,84.74
id_418_value_207_428,207428,00207428,0.7973,00207428,False,True,True,125.38
id_419_value_1227_0,1227,01227,0.7085,01227,False,True,True,95.84
id_41_value_374_91,374910,0037491,0.7839,0037491,False,False,True,108.56
id_423_value_136_858,136858,00136858,0.8031,00136858,False,True,True,142.19
id_424_value_4_502,4502,00004502,0.8063,00004502,False,True,True,150.95
id_428_value_92_319,92319,00092319,0.7904,00092319,False,True,True,141.85
id_430_value_84_425,84425,00084425,0.7082,00084425,False,True,True,97.78
id_432_value_127_517,127517,00127517,0.7333,00127517,False,True,True,92.17
id_433_value_143_818,143818,00143818,0.7536,00143818,False,True,True,105.21
id_438_value_293_369,293369,00293369,0.7501,00293369,False,True,True,88.44
id_43_value_123_689,123689,00123689,0.7763,00123689,False,True,True,129.89
id_444_value_571_032,571032,00571032,0.7822,00571032,False,True,True,98.44
id_446_value_271_545,271545,00271545,0.7984,00271545,False,True,True,111.55
id_447_value_749_431,749431,00749431,0.8005,00749431,False,True,True,150.62
id_454_value_945_536,945536,0094553,0.784,0094553,False,False,True,156.29
id_455_value_210_273,210273,00210273,0.8017,00210273,False,True,True,104.43
id_457_value_11_787,11787,00011787,0.7336,00011787,False,True,True,107.22
id_458_value_1080_933,1080933,01080933,0.7822,01080933,False,True,True,158.07
id_468_value_228_25,228250,00228250,0.8118,00228250,False,True,True,108.26
id_469_value_715_373,715373,00715373,0.7948,00715373,False,True,True,118.19
id_472_value_179_428,179428,00179428,0.7793,00179428,False,True,True,101.11
id_475_value_86_07,86070,00086070,0.8061,00086070,False,True,True,125.22
id_476_value_34_907,34907,00034907,0.7775,00034907,False,True,True,96.14
id_47_value_301_107,301107,00301107,0.7756,00301107,False,True,True,116.64
id_480_value_2054_238,2054238,20542381,0.746,20542381,False,False,True,123.76
id_483_value_554_559,554559,0554559,0.7876,0554559,False,True,True,102.7
id_485_value_137_551,137551,00137551,0.8135,00137551,False,True,True,129.08
id_486_value_26_018,26018,00026018,0.7733,00026018,False,True,True,99.33
id_489_value_209_881,209881,0209881,0.7585,0209881,False,True,True,81.01
id_492_value_442_512,442512,00442512,0.7956,00442512,False,True,True,91.97
id_494_value_854_0,854,00854,0.8116,00854,False,True,True,134.7
id_497_value_186_201,186201,00186201,0.7386,00186201,False,True,True,101.18
id_507_value_544_234,544234,00544234,0.796,00544234,False,True,True,89.61
id_508_value_25_191,25191,00025191,0.7441,00025191,False,True,True,90.86
id_509_value_156_0,156,00156,0.6688,00156,False,True,True,89.08
id_50_value_37_106,37106,00037106,0.7947,00037106,False,True,True,170.2
id_510_value_202_512,202512,00202512,0.7325,00202512,False,True,True,85.5
id_512_value_352_334,352334,000352334,0.7514,000352334,False,True,True,82.25
id_513_value_235_163,235163,00235163,0.7602,00235163,False,True,True,102.32
id_515_value_62_345,62345,00062345,0.7963,00062345,False,True,True,133.38
id_517_value_247_556,247556,00247556,0.8162,00247556,False,True,True,99.51
id_524_value_198_818,198818,00198818,0.7855,00198818,False,True,True,87.28
id_527_value_911_238,911238,00911238,0.7871,00911238,False,True,True,120.74
id_531_value_246_651,246651,00246651,0.7949,00246651,False,True,True,101.54
id_532_value_155_331,155331,00155881,0.7039,00155881,False,False,True,82.95
id_533_value_3_711,3711,00003711,0.7934,00003711,False,True,True,124.14
id_537_value_66_994,66994,00066994,0.7618,00066994,False,True,True,126.89
id_541_value_93_704,93704,00093704,0.8055,00093704,False,True,True,107.97
id_543_value_21_877,21877,00021877,0.8208,00021877,False,True,True,167.41
id_552_value_202_44,202440,00202440,0.7815,00202440,False,True,True,92.65
id_553_value_65_475,65475,00065475,0.8114,00065475,False,True,True,112.84
id_555_value_66_559,66559,00066559,0.7227,00066559,False,True,True,108.55
id_560_value_63_736,63736,00063736,0.7841,00063736,False,True,True,125.06
id_561_value_1131_894,1131894,01131894,0.7488,01131894,False,True,True,105.83
id_562_value_73_816,73816,00073816,0.8019,00073816,False,True,True,149.56
id_565_value_248_164,248164,00248164,0.7913,00248164,False,True,True,110.35
id_567_value_11_117,11117,00011112,0.7154,00011112,False,False,True,107.76
id_569_value_384_176,384176,00384176,0.8046,00384176,False,True,True,91.65
id_578_value_38_045,38045,00088046,0.7828,00088046,False,False,True,101.69
id_583_value_321_933,321933,,0.0,,False,False,True,95.31
id_584_value_779_907,779907,00779907,0.8142,00779907,False,True,True,123.6
id_585_value_8_591,8591,00008591,0.7949,00008591,False,True,True,129.75
id_586_value_199_502,199502,00199507,0.7746,00199507,False,False,True,152.72
id_589_value_221_024,221024,00221024,0.8074,00221024,False,True,True,131.0
id_592_value_49_927,49927,00049927,0.7964,00049927,False,True,True,140.61
id_595_value_131_007,131007,00131007,0.793,00131007,False,True,True,119.24
id_599_value_241_662,241662,00241662,0.7925,00241662,False,True,True,128.82
id_601_value_68_014,68014,00068012,0.6601,00068012,False,False,True,150.07
id_602_value_210_099,210099,00210099,0.7946,00210099,False,True,True,93.46
id_604_value_11_566,11566,00011566,0.7824,00011566,False,True,True,114.53
id_609_value_269_85,269850,00269850,0.7961,00269850,False,True,True,110.89
id_612_value_160_437,160437,00160437,0.7189,00160437,False,True,True,108.32
id_617_value_429_636,429636,00429636,0.7551,00429636,False,True,True,92.33
id_618_value_1020_93,1020930,01020930,0.7806,01020930,False,True,True,123.27
id_619_value_481_228,481228,00481228,0.8262,00481228,False,True,True,163.48
id_61_value_19_151,19151,00019151,0.7767,00019151,False,True,True,133.85
id_623_value_445_282,445282,00445281,0.732,00445281,False,False,True,181.47
id_62_value_367_401,367401,00367407,0.7463,00367407,False,False,True,98.11
id_632_value_1369_0,1369,01369,0.7632,01369,False,True,True,79.99
id_634_value_218_209,218209,00218209,0.7744,00218209,False,True,True,107.47
id_636_value_133_864,133864,00133864,0.7935,00133864,False,True,True,93.87
id_641_value_570_149,570149,00570149,0.7978,00570149,False,True,True,138.92
id_643_value_157_321,157321,00157321,0.6904,00157321,False,True,True,104.99
id_644_value_233_386,233386,00233386,0.7493,00233386,False,True,True,117.02
id_646_value_496_183,496183,00496183,0.7941,00496183,False,True,True,102.6
id_649_value_146_443,146443,00146443,0.7642,00146443,False,True,True,131.86
id_64_value_57_509,57509,00057509,0.789,00057509,False,True,True,121.41
id_652_value_21_382,21382,00021382,0.8041,00021382,False,True,True,177.77
id_657_value_109_499,109499,00109490,0.7628,00109490,False,False,True,79.05
id_659_value_342_009,342009,00342009,0.7515,00342009,False,True,True,107.68
id_671_value_14_113,14113,00014113,0.7432,00014113,False,True,True,110.4
id_675_value_122_563,122563,00122563,0.8098,00122563,False,True,True,107.39
id_677_value_26_557,26557,00026557,0.8233,00026557,False,True,True,136.82
id_681_value_493_021,493021,00493021,0.7884,00493021,False,True,True,114.62
id_682_value_247_055,247055,00247055,0.8082,00247055,False,True,True,72.36
id_683_value_28_967,28967,00028967,0.7913,00028967,False,True,True,108.01
id_684_value_50_338,50338,00050338,0.7878,00050338,False,True,True,132.01
id_685_value_491_265,491265,00491265,0.6764,00491265,False,True,True,80.53
id_686_value_92_258,92258,00092258,0.7707,00092258,False,True,True,99.27
id_688_value_302_18,302180,00302180,0.7771,00302180,False,True,True,82.92
id_689_value_439_16,439160,00439160,0.7759,00439160,False,True,True,111.9
id_694_value_353_497,353497,00353497,0.7485,00353497,False,True,True,105.83
id_695_value_93_701,93701,00093701,0.8023,00093701,False,True,True,93.81
id_696_value_521_557,521557,00521557,0.8013,00521557,False,True,True,122.32
id_6_value_345_442,345442,00345442,0.7907,00345442,False,True,True,89.75
id_700_value_77_542,77542,00077542,0.822,00077542,False,True,True,98.16
id_702_value_238_801,238801,00238801,0.8066,00238801,False,True,True,108.22
id_706_value_820_135,820135,00820135,0.7992,00820135,False,True,True,100.28
id_710_value_108_928,108928,00108928,0.7841,00108928,False,True,True,88.89
id_712_value_267_531,267531,00267531,0.7893,00267531,False,True,True,109.54
id_715_value_105_786,105786,00105786,0.8178,00105786,False,True,True,122.6
id_71_value_90_216,90216,00090216,0.7839,00090216,False,True,True,82.21
id_726_value_114_147,114147,00114147,0.7487,00114147,False,True,True,91.19
id_734_value_11_468,11468,00011468,0.7675,00011468,False,True,True,110.94
id_736_value_419_123,419123,00419123,0.7985,00419123,False,True,True,110.77
id_737_value_119_002,119002,06119002,0.6423,06119002,False,False,True,112.89
id_738_value_60_218,60218,00060217,0.7895,00060217,False,False,True,94.96
id_741_value_132_745,132745,00132745,0.7727,00132745,False,True,True,92.6
id_74_value_183_642,183642,00183642,0.8013,00183642,False,True,True,87.68
id_750_value_137_523,137523,00137523,0.7414,00137523,False,True,True,90.69
id_752_value_842_484,842484,00842484,0.808,00842484,False,True,True,102.2
id_75_value_245_437,245437,00245437,0.8099,00245437,False,True,True,110.46
id_760_value_688_853,688853,00688853,0.751,00688853,False,True,True,106.65
id_761_value_161_611,161611,00161611,0.7503,00161611,False,True,True,119.08
id_762_value_785_385,785385,00785385,0.7963,00785385,False,True,True,101.93
id_768_value_147_132,147132,000147132,0.7449,000147132,False,True,True,124.54
id_775_value_41_149,41149,00041149,0.698,00041149,False,True,True,73.27
id_777_value_43_399,43399,00043399,0.7629,00043399,False,True,True,97.4
id_77_value_665_0,665,00665,0.6652,00665,False,True,True,70.48
id_786_value_66_169,66169,00066169,0.7851,00066169,False,True,True,98.72
id_78_value_195_502,195502,00195502,0.7871,00195502,False,True,True,134.83
id_795_value_819_768,819768,00819768,0.7929,00819768,False,True,True,98.36
id_797_value_281_447,281447,00281447,0.7978,00281447,False,True,True,87.81
id_800_value_340_676,340676,00340676,0.775,00340676,False,True,True,105.06
id_807_value_149_848,149848,00149848,0.7342,00149848,False,True,True,129.07
id_808_value_412_02,412020,00412020,0.8017,00412020,False,True,True,119.69
id_809_value_317_554,317554,00317554,0.7888,00317554,False,True,True,123.68
id_811_value_188_799,188799,00188799,0.7877,00188799,False,True,True,138.88
id_813_value_132_351,132351,00132352,0.674,00132352,False,False,True,110.09
id_815_value_253_73,253730,00253730,0.8089,00253730,False,True,True,86.35
id_816_value_545_577,545577,00545577,0.7984,00545577,False,True,True,80.49
id_820_value_609_109,609109,00609109,0.7873,00609109,False,True,True,117.79
id_825_value_57_45,57450,00057450,0.7922,00057450,False,True,True,126.13
id_828_value_173_877,173877,00173877,0.7951,00173877,False,True,True,101.05
id_82_value_1100_014,1100014,01100014,0.7984,01100014,False,True,True,133.4
id_830_value_81_521,81521,00081521,0.7866,00081521,False,True,True,106.82
id_831_value_98_827,98827,00098827,0.8095,00098827,False,True,True,89.42
id_840_value_50_268,50268,00050268,0.7876,00050268,False,True,True,114.94
id_846_value_42_383,42383,00022385,0.6599,00022385,False,False,True,108.81
id_848_value_214_842,214842,00214842,0.6975,00214842,False,True,True,151.5
id_852_value_106_791,106791,00106791,0.7218,00106791,False,True,True,122.87
id_853_value_19_205,19205,00019205,0.5261,00019205,False,True,True,107.97
id_861_value_626_9,626900,00626900,0.7838,00626900,False,True,True,149.55
id_863_value_100_217,100217,00100217,0.7763,00100217,False,True,True,75.74
id_864_value_456_239,456239,56239,0.6815,56239,False,False,True,129.82
id_866_value_543_127,543127,00543127,0.7579,00543127,False,True,True,105.89
id_869_value_98_458,98458,00098458,0.7448,00098458,False,True,True,94.09
id_86_value_240_729,240729,00240729,0.7602,00240729,False,True,True,111.73
id_870_value_38_316,38316,00038316,0.783,00038316,False,True,True,104.81
id_875_value_61_184,61184,00061183,0.8015,00061183,False,False,True,125.36
id_878_value_97_299,97299,00097299,0.7924,00097299,False,True,True,111.44
id_881_value_639_513,639513,0639513,0.7826,0639513,False,True,True,85.2
id_882_value_344_034,344034,00344034,0.8056,00344034,False,True,True,118.43
id_884_value_179_697,179697,0179697,0.7878,0179697,False,True,True,97.19
id_886_value_491_457,491457,00491457,0.7999,00491457,False,True,True,114.77
id_887_value_31_732,31732,00031737,0.6865,00031737,False,False,True,115.71
id_888_value_352_192,352192,00352192,0.8073,00352192,False,True,True,118.59
id_88_value_168_625,168625,00168625,0.77,00168625,False,True,True,101.68
id_892_value_236_245,236245,00236245,0.782,00236245,False,True,True,138.27
id_893_value_126_445,126445,00126445,0.7986,00126445,False,True,True,104.48
id_897_value_506_616,506616,00506616,0.7494,00506616,False,True,True,81.3
id_898_value_136_669,136669,00136669,0.7849,00136669,False,True,True,109.38
id_89_value_514_352,514352,00514352,0.8154,00514352,False,True,True,135.95
id_901_value_119_885,119885,00119885,0.8211,00119885,False,True,True,118.54
id_902_value_269_203,269203,00269203,0.7733,00269203,False,True,True,122.11
id_905_value_19_368,19368,00019368,0.7955,00019368,False,True,True,125.7
id_909_value_2_146,2146,00002146,0.7832,00002146,False,True,True,115.67
id_911_value_200_804,200804,00200803,0.7824,00200803,False,False,True,148.41
id_916_value_123_153,123153,00123153,0.7205,00123153,False,True,True,338.53
id_919_value_315_892,315892,00315892,0.7702,00315892,False,True,True,99.45
id_920_value_112_725,112725,00112725,0.7312,00112725,False,True,True,123.49
id_926_value_203_154,203154,00203154,0.7889,00203154,False,True,True,107.68
id_942_value_282_302,282302,00282302,0.8124,00282302,False,True,True,139.6
id_943_value_99_677,99677,00099677,0.8021,00099677,False,True,True,147.69
id_944_value_46_856,46856,00046856,0.7609,00046856,False,True,True,102.04
id_947_value_877_895,877895,00877895,0.7983,00877895,False,True,True,92.58
id_948_value_349_795,349795,00349795,0.7707,00349795,False,True,True,95.8
id_953_value_66_584,66584,00066584,0.8253,00066584,False,True,True,108.86
id_95_value_45_298,45298,00045298,0.8053,00045298,False,True,True,105.75
id_960_value_606_357,606357,00606357,0.7695,00606357,False,True,True,91.69
id_962_value_69_373,69373,00069373,0.7167,00069373,False,True,True,110.86
id_967_value_588_276,588276,00583276,0.7687,00583276,False,False,True,118.85
id_968_value_158_106,158106,00158106,0.7761,00158106,False,True,True,155.39
id_969_value_288_838,288838,00288838,0.828,00288838,False,True,True,141.3
id_972_value_224_21,224210,00224210,0.8055,00224210,False,True,True,115.78
id_973_value_951_333,951333,00951333,0.7879,00951333,False,True,True,120.37
id_974_value_716_262,716262,00716262,0.786,00716262,False,True,True,230.45
id_97_value_368_218,368218,00368218,0.8004,00368218,False,True,True,117.54
id_982_value_114_41,114410,00114410,0.7899,00114410,False,True,True,155.2
id_984_value_2703_797,2703797,02703797,0.7708,02703797,False,True,True,195.59
id_987_value_162_075,162075,00162075,0.7699,00162075,False,True,True,119.53
id_98_value_304_465,304465,00304165,0.7357,00304165,False,False,True,112.68
id_996_value_19_0,19,00019,0.667,00019,False,True,True,79.17
id_99_value_200_319,200319,00200319,0.7839,00200319,False,True,True,104.12
